id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('PM-RISK', 'customer service domain')",1,0.0,115,,,
"('PM-RISK', 'network operations knowledge')",1,0.0,116,,,
"('PM-RISK', 'telecom domain expertise')",1,0.0,117,,,
"('PM-RISK', 'work location onsite')",1,0.0,118,,,
"('PM-TOOL', 'bss/oss knowledge')",1,0.0,113,,,
"('PM-TOOL', 'contract job type')",1,0.0,114,,,
"('PM-TOOL', 'customer service domain')",1,0.0,115,,,
"('PM-TOOL', 'network operations knowledge')",1,0.0,116,,,
"('PM-TOOL', 'telecom domain expertise')",1,0.0,117,,,
"('PM-TOOL', 'work location onsite')",1,0.0,118,,,
"('SS-LEADERSHIP', 'bss/oss knowledge')",1,0.0,113,,,
"('SS-LEADERSHIP', 'contract job type')",1,0.0,114,,,
"('SS-LEADERSHIP', 'customer service domain')",1,0.0,115,,,
"('SS-LEADERSHIP', 'network operations knowledge')",1,0.0,116,,,
"('SS-LEADERSHIP', 'telecom domain expertise')",1,0.0,117,,,
"('SS-LEADERSHIP', 'work location onsite')",1,0.0,118,,,
"('SS-STAKEHOLDER', 'bss/oss knowledge')",1,0.0,113,,,
"('SS-STAKEHOLDER', 'contract job type')",1,0.0,114,,,
"('SS-STAKEHOLDER', 'customer service domain')",1,0.0,115,,,
"('SS-STAKEHOLDER', 'network operations knowledge')",1,0.0,116,,,
"('SS-STAKEHOLDER', 'telecom domain expertise')",1,0.0,117,,,
"('SS-STAKEHOLDER', 'work location onsite')",1,0.0,118,,,
"('TECH-CONCEPT', 'bss/oss knowledge')",1,0.0,113,,,
"('TECH-CONCEPT', 'contract job type')",1,0.0,114,,,
"('TECH-CONCEPT', 'customer service domain')",1,0.0,115,,,
"('TECH-CONCEPT', 'network operations knowledge')",1,0.0,116,,,
"('TECH-CONCEPT', 'telecom domain expertise')",1,0.0,117,,,
"('TECH-CONCEPT', 'work location onsite')",1,0.0,118,,,
"('TECH-HANDSON', 'bss/oss knowledge')",1,0.0,113,,,
"('TECH-HANDSON', 'contract job type')",1,0.0,114,,,
"('TECH-HANDSON', 'customer service domain')",1,0.0,115,,,
"('TECH-HANDSON', 'network operations knowledge')",1,0.0,116,,,
"('TECH-HANDSON', 'telecom domain expertise')",1,0.0,117,,,
"('TECH-HANDSON', 'work location onsite')",1,0.0,118,,,
"('TECH-OPS', 'bss/oss knowledge')",1,0.0,113,,,
"('TECH-OPS', 'contract job type')",1,0.0,114,,,
"('TECH-OPS', 'customer service domain')",1,0.0,115,,,
"('TECH-OPS', 'network operations knowledge')",1,0.0,116,,,
"('TECH-OPS', 'telecom domain expertise')",1,0.0,117,,,
"('TECH-OPS', 'work location onsite')",1,0.0,118,,,
"('bss/oss knowledge', 'contract job type')",1,0.0,114,,,
"('bss/oss knowledge', 'customer service domain')",1,0.0,115,,,
"('bss/oss knowledge', 'network operations knowledge')",1,0.0,116,,,
"('bss/oss knowledge', 'telecom domain expertise')",1,0.0,117,,,
"('bss/oss knowledge', 'work location onsite')",1,0.0,118,,,
"('contract job type', 'customer service domain')",1,0.0,115,,,
"('contract job type', 'network operations knowledge')",1,0.0,116,,,
"('contract job type', 'telecom domain expertise')",1,0.0,117,,,
"('contract job type', 'work location onsite')",1,0.0,118,,,
"('customer service domain', 'network operations knowledge')",1,0.0,116,,,
"('customer service domain', 'telecom domain expertise')",1,0.0,117,,,
"('customer service domain', 'work location onsite')",1,0.0,118,,,
"('network operations knowledge', 'telecom domain expertise')",1,0.0,117,,,
"('network operations knowledge', 'work location onsite')",1,0.0,118,,,
"('telecom domain expertise', 'work location onsite')",1,0.0,118,,,
"('CONTEXT-COMPLEX', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
demonstrate company’s core competencies and values,12,6.310685970608841e-06,175,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'healthcare')",1,0.0,177,,,
healthcare,13,7.458083419810449e-06,177,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
proven ability to manage multiple initiatives,14,8.701097323112189e-06,179,No definition available,Unknown,Unknown
"('CONTEXT-REG', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('CONTEXT-REG', 'healthcare')",1,0.0,177,,,
"('CONTEXT-REG', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('CORE-ADAPT', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('CORE-ADAPT', 'healthcare')",1,0.0,177,,,
"('CORE-ADAPT', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('CORE-BUSINESS', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('CORE-BUSINESS', 'healthcare')",1,0.0,177,,,
"('CORE-BUSINESS', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('EXP_ROLE', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('EXP_ROLE', 'healthcare')",1,0.0,177,,,
"('EXP_ROLE', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('PM-METHOD', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('PM-METHOD', 'healthcare')",1,0.0,177,,,
"('PM-METHOD', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('PM-PLAN', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('PM-PLAN', 'healthcare')",1,0.0,177,,,
"('PM-PLAN', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('PM-RISK', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('PM-RISK', 'healthcare')",1,0.0,177,,,
"('PM-RISK', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('SS-LEADERSHIP', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('SS-LEADERSHIP', 'healthcare')",1,0.0,177,,,
"('SS-LEADERSHIP', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('SS-STAKEHOLDER', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('SS-STAKEHOLDER', 'healthcare')",1,0.0,177,,,
"('SS-STAKEHOLDER', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('TECH-CONCEPT', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('TECH-CONCEPT', 'healthcare')",1,0.0,177,,,
"('TECH-CONCEPT', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('TECH-OPS', 'demonstrate company’s core competencies and values')",1,0.0,175,,,
"('TECH-OPS', 'healthcare')",1,0.0,177,,,
"('TECH-OPS', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('demonstrate company’s core competencies and values', 'healthcare')",1,0.0,177,,,
"('demonstrate company’s core competencies and values', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('demonstrate company’s core competencies and values', 'strong technical acumen')",1,0.0,215,,,
"('healthcare', 'proven ability to manage multiple initiatives')",1,0.0,179,,,
"('healthcare', 'strong technical acumen')",1,0.0,215,,,
"('proven ability to manage multiple initiatives', 'strong technical acumen')",1,0.0,215,,,
"('CONTEXT-COMPLEX', 'create playbooks')",1,0.0,194,,,
create playbooks,14,8.701097323112189e-06,194,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'gaming technology/interactive entertainment')",1,0.0,195,,,
gaming technology/interactive entertainment,15,1.0039727680514065e-05,195,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'marketing collaboration')",1,0.0,197,,,
marketing collaboration,16,1.1473974492016075e-05,197,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'post-launch support')",1,0.0,198,,,
post-launch support,17,1.3003837757618217e-05,198,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'strong technical fluency')",1,0.0,199,,,
strong technical fluency,18,1.4629317477320495e-05,199,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'user feedback loops')",1,0.0,200,,,
user feedback loops,19,1.6350413651122904e-05,200,No definition available,Unknown,Unknown
"('CONTEXT-ETHIC', 'create playbooks')",1,0.0,194,,,
"('CONTEXT-ETHIC', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('CONTEXT-ETHIC', 'marketing collaboration')",1,0.0,197,,,
"('CONTEXT-ETHIC', 'post-launch support')",1,0.0,198,,,
"('CONTEXT-ETHIC', 'strong technical fluency')",1,0.0,199,,,
"('CONTEXT-ETHIC', 'user feedback loops')",1,0.0,200,,,
"('CORE-ADAPT', 'create playbooks')",1,0.0,194,,,
"('CORE-ADAPT', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('CORE-ADAPT', 'marketing collaboration')",1,0.0,197,,,
"('CORE-ADAPT', 'post-launch support')",1,0.0,198,,,
"('CORE-ADAPT', 'strong technical fluency')",1,0.0,199,,,
"('CORE-ADAPT', 'user feedback loops')",1,0.0,200,,,
"('CORE-BUSINESS', 'create playbooks')",1,0.0,194,,,
"('CORE-BUSINESS', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('CORE-BUSINESS', 'marketing collaboration')",1,0.0,197,,,
"('CORE-BUSINESS', 'post-launch support')",1,0.0,198,,,
"('CORE-BUSINESS', 'strong technical fluency')",1,0.0,199,,,
"('CORE-BUSINESS', 'user feedback loops')",1,0.0,200,,,
"('EXP-INDUSTRY', 'create playbooks')",1,0.0,194,,,
"('EXP-INDUSTRY', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('EXP-INDUSTRY', 'marketing collaboration')",1,0.0,197,,,
"('EXP-INDUSTRY', 'post-launch support')",1,0.0,198,,,
"('EXP-INDUSTRY', 'strong technical fluency')",1,0.0,199,,,
"('EXP-INDUSTRY', 'user feedback loops')",1,0.0,200,,,
"('EXP-PM-YRS', 'create playbooks')",1,0.0,194,,,
"('EXP-PM-YRS', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('EXP-PM-YRS', 'marketing collaboration')",1,0.0,197,,,
"('EXP-PM-YRS', 'post-launch support')",1,0.0,198,,,
"('EXP-PM-YRS', 'strong technical fluency')",1,0.0,199,,,
"('EXP-PM-YRS', 'user feedback loops')",1,0.0,200,,,
"('EXP_ROLE', 'create playbooks')",1,0.0,194,,,
"('EXP_ROLE', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('EXP_ROLE', 'marketing collaboration')",1,0.0,197,,,
"('EXP_ROLE', 'post-launch support')",1,0.0,198,,,
"('EXP_ROLE', 'strong technical fluency')",1,0.0,199,,,
"('EXP_ROLE', 'user feedback loops')",1,0.0,200,,,
"('PM-PLAN', 'create playbooks')",1,0.0,194,,,
"('PM-PLAN', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('PM-PLAN', 'marketing collaboration')",1,0.0,197,,,
"('PM-PLAN', 'post-launch support')",1,0.0,198,,,
"('PM-PLAN', 'strong technical fluency')",1,0.0,199,,,
"('PM-PLAN', 'user feedback loops')",1,0.0,200,,,
"('QUAL-PREF', 'create playbooks')",1,0.0,194,,,
"('QUAL-PREF', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('QUAL-PREF', 'marketing collaboration')",1,0.0,197,,,
"('QUAL-PREF', 'post-launch support')",1,0.0,198,,,
"('QUAL-PREF', 'strong technical fluency')",1,0.0,199,,,
"('QUAL-PREF', 'user feedback loops')",1,0.0,200,,,
"('SS-LEADERSHIP', 'create playbooks')",1,0.0,194,,,
"('SS-LEADERSHIP', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('SS-LEADERSHIP', 'marketing collaboration')",1,0.0,197,,,
"('SS-LEADERSHIP', 'post-launch support')",1,0.0,198,,,
"('SS-LEADERSHIP', 'strong technical fluency')",1,0.0,199,,,
"('SS-LEADERSHIP', 'user feedback loops')",1,0.0,200,,,
"('SS-STAKEHOLDER', 'create playbooks')",1,0.0,194,,,
"('SS-STAKEHOLDER', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('SS-STAKEHOLDER', 'marketing collaboration')",1,0.0,197,,,
"('SS-STAKEHOLDER', 'post-launch support')",1,0.0,198,,,
"('SS-STAKEHOLDER', 'strong technical fluency')",1,0.0,199,,,
"('SS-STAKEHOLDER', 'user feedback loops')",1,0.0,200,,,
"('TECH-CONCEPT', 'create playbooks')",1,0.0,194,,,
"('TECH-CONCEPT', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('TECH-CONCEPT', 'marketing collaboration')",1,0.0,197,,,
"('TECH-CONCEPT', 'post-launch support')",1,0.0,198,,,
"('TECH-CONCEPT', 'strong technical fluency')",1,0.0,199,,,
"('TECH-CONCEPT', 'user feedback loops')",1,0.0,200,,,
"('TECH-HANDSON', 'create playbooks')",1,0.0,194,,,
"('TECH-HANDSON', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('TECH-HANDSON', 'marketing collaboration')",1,0.0,197,,,
"('TECH-HANDSON', 'post-launch support')",1,0.0,198,,,
"('TECH-HANDSON', 'strong technical fluency')",1,0.0,199,,,
"('TECH-HANDSON', 'user feedback loops')",1,0.0,200,,,
"('TECH-OPS', 'create playbooks')",1,0.0,194,,,
"('TECH-OPS', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('TECH-OPS', 'marketing collaboration')",1,0.0,197,,,
"('TECH-OPS', 'post-launch support')",1,0.0,198,,,
"('TECH-OPS', 'strong technical fluency')",1,0.0,199,,,
"('TECH-OPS', 'user feedback loops')",1,0.0,200,,,
"('create playbooks', 'gaming technology/interactive entertainment')",1,0.0,195,,,
"('create playbooks', 'marketing collaboration')",1,0.0,197,,,
"('create playbooks', 'post-launch support')",1,0.0,198,,,
"('create playbooks', 'strong technical fluency')",1,0.0,199,,,
"('create playbooks', 'user feedback loops')",1,0.0,200,,,
"('gaming technology/interactive entertainment', 'marketing collaboration')",1,0.0,197,,,
"('gaming technology/interactive entertainment', 'post-launch support')",1,0.0,198,,,
"('gaming technology/interactive entertainment', 'strong technical fluency')",1,0.0,199,,,
"('gaming technology/interactive entertainment', 'user feedback loops')",1,0.0,200,,,
"('marketing collaboration', 'post-launch support')",1,0.0,198,,,
"('marketing collaboration', 'strong technical fluency')",1,0.0,199,,,
"('marketing collaboration', 'user feedback loops')",1,0.0,200,,,
"('post-launch support', 'strong technical fluency')",1,0.0,199,,,
"('post-launch support', 'user feedback loops')",1,0.0,200,,,
"('strong technical fluency', 'user feedback loops')",1,0.0,200,,,
"('CERT-PM', 'detail-oriented approach')",1,0.0,146,,,
detail-oriented approach,21,2.007945536102813e-05,146,No definition available,Unknown,Unknown
"('CERT-PM', 'formal training in pm preferred')",1,0.0,155,,,
formal training in pm preferred,22,2.2087400897130943e-05,155,No definition available,Unknown,Unknown
"('CERT-PM', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"microsoft 365 (teams, sharepoint)",23,2.419096288733389e-05,39,No definition available,Unknown,Unknown
"('CERT-PM', 'pm course required')",1,0.0,40,,,
pm course required,24,2.6390141331636972e-05,40,No definition available,Unknown,Unknown
"('CERT-PM', 'six sigma green belt certification')",1,0.0,42,,,
six sigma green belt certification,25,2.8684936230040185e-05,42,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'detail-oriented approach')",1,0.0,146,,,
"('CONTEXT-COMPLEX', 'formal training in pm preferred')",1,0.0,155,,,
"('CONTEXT-COMPLEX', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('CONTEXT-COMPLEX', 'pm course required')",1,0.0,40,,,
"('CONTEXT-COMPLEX', 'six sigma green belt certification')",1,0.0,42,,,
"('CONTEXT-ETHIC', 'detail-oriented approach')",1,0.0,146,,,
"('CONTEXT-ETHIC', 'formal training in pm preferred')",1,0.0,155,,,
"('CONTEXT-ETHIC', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('CONTEXT-ETHIC', 'pm course required')",1,0.0,40,,,
"('CONTEXT-ETHIC', 'six sigma green belt certification')",1,0.0,42,,,
"('CONTEXT-REG', 'detail-oriented approach')",1,0.0,146,,,
"('CONTEXT-REG', 'formal training in pm preferred')",1,0.0,155,,,
"('CONTEXT-REG', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('CONTEXT-REG', 'pm course required')",1,0.0,40,,,
"('CONTEXT-REG', 'six sigma green belt certification')",1,0.0,42,,,
"('CORE-ADAPT', 'detail-oriented approach')",1,0.0,146,,,
"('CORE-ADAPT', 'formal training in pm preferred')",1,0.0,155,,,
"('CORE-ADAPT', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('CORE-ADAPT', 'pm course required')",1,0.0,40,,,
"('CORE-ADAPT', 'six sigma green belt certification')",1,0.0,42,,,
"('CORE-BUSINESS', 'detail-oriented approach')",1,0.0,146,,,
"('CORE-BUSINESS', 'formal training in pm preferred')",1,0.0,155,,,
"('CORE-BUSINESS', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('CORE-BUSINESS', 'pm course required')",1,0.0,40,,,
"('CORE-BUSINESS', 'six sigma green belt certification')",1,0.0,42,,,
"('EXP-INDUSTRY', 'detail-oriented approach')",1,0.0,146,,,
"('EXP-INDUSTRY', 'formal training in pm preferred')",1,0.0,155,,,
"('EXP-INDUSTRY', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('EXP-INDUSTRY', 'pm course required')",1,0.0,40,,,
"('EXP-INDUSTRY', 'six sigma green belt certification')",1,0.0,42,,,
"('EXP-PM-YRS', 'detail-oriented approach')",1,0.0,146,,,
"('EXP-PM-YRS', 'formal training in pm preferred')",1,0.0,155,,,
"('EXP-PM-YRS', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('EXP-PM-YRS', 'pm course required')",1,0.0,40,,,
"('EXP-PM-YRS', 'six sigma green belt certification')",1,0.0,42,,,
"('EXP_ROLE', 'detail-oriented approach')",1,0.0,146,,,
"('EXP_ROLE', 'formal training in pm preferred')",1,0.0,155,,,
"('EXP_ROLE', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('EXP_ROLE', 'pm course required')",1,0.0,40,,,
"('EXP_ROLE', 'six sigma green belt certification')",1,0.0,42,,,
"('PM-BUDGET', 'detail-oriented approach')",1,0.0,146,,,
"('PM-BUDGET', 'formal training in pm preferred')",1,0.0,155,,,
"('PM-BUDGET', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('PM-BUDGET', 'pm course required')",1,0.0,40,,,
"('PM-BUDGET', 'six sigma green belt certification')",1,0.0,42,,,
"('PM-METHOD', 'detail-oriented approach')",1,0.0,146,,,
"('PM-METHOD', 'formal training in pm preferred')",1,0.0,155,,,
"('PM-METHOD', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('PM-METHOD', 'pm course required')",1,0.0,40,,,
"('PM-METHOD', 'six sigma green belt certification')",1,0.0,42,,,
"('PM-PLAN', 'detail-oriented approach')",1,0.0,146,,,
"('PM-PLAN', 'formal training in pm preferred')",1,0.0,155,,,
"('PM-PLAN', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('PM-PLAN', 'pm course required')",1,0.0,40,,,
"('PM-PLAN', 'six sigma green belt certification')",1,0.0,42,,,
"('PM-RISK', 'detail-oriented approach')",1,0.0,146,,,
"('PM-RISK', 'formal training in pm preferred')",1,0.0,155,,,
"('PM-RISK', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('PM-RISK', 'pm course required')",1,0.0,40,,,
"('PM-RISK', 'six sigma green belt certification')",1,0.0,42,,,
"('PM-TOOL', 'detail-oriented approach')",1,0.0,146,,,
"('PM-TOOL', 'formal training in pm preferred')",1,0.0,155,,,
"('PM-TOOL', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('PM-TOOL', 'pm course required')",1,0.0,40,,,
"('PM-TOOL', 'six sigma green belt certification')",1,0.0,42,,,
"('QUAL-PREF', 'detail-oriented approach')",1,0.0,146,,,
"('QUAL-PREF', 'formal training in pm preferred')",1,0.0,155,,,
"('QUAL-PREF', 'microsoft 365 (teams, sharepoint)')",1,0.0,39,,,
"('QUAL-PREF', 'pm course required')",1,0.0,40,,,
"('QUAL-PREF', 'six sigma green belt certification')",1,0.0,42,,,
"('SS-CONFLICT', 'detail-oriented approach')",1,0.0,146,,,
"('SS-CONFLICT', 'formal training in pm preferred')",1,0.0,155,,,
